Date,Spot_Price,Total OI,Market Cap,OI to Market Cap %,pct change,Futures Price,Funding Rate (Calculated),Funding Rate %
2023-03-12,20619.665,8747222950.0,422862451375.0,2.068574053231046,2.2243071736651743,22030.0,1410.3349999999991,0.0017986666666666663
2023-03-13,21986.0,8695597996.0,468220824162.5,1.8571574665765227,6.626368566123642,24405.0,2419.0,0.008670333333333334
2023-03-14,24205.662,10112924915.0,478152638600.0,2.1149992907306734,10.095797325570821,25240.0,1034.3379999999997,0.018284333333333333
2023-03-15,24718.0,10102752852.0,472665280743.75,2.1374010877429117,2.1166039581978824,24490.0,-228.0,0.018751
2023-03-16,24380.46,9962999090.0,482792899312.5,2.0636175685656046,-1.3655635569220892,25090.0,709.5400000000009,0.01
2023-03-17,25007.0,10162649957.0,526963910000.0,1.9285286457283195,2.56984486757017,27000.0,1993.0,0.007770333333333333
2023-03-18,27464.286,11118614242.0,527626913775.0,2.1072871666932054,9.82639261006919,,,0.01
2023-03-19,26916.0,11165483962.0,538394999850.0,2.0738461473659244,-1.9963599272160182,28150.0,1234.0,0.01
2023-03-20,28042.29,11877091105.0,540448832737.5,2.1976347038885717,4.184462773071784,27945.0,-97.29000000000087,0.009693666666666668
2023-03-21,27711.0,11620943285.0,540630870268.75,2.14951530222889,-1.1813942441933234,28310.0,599.0,0.0032213333333333334
2023-03-22,28209.178,11694479089.0,527769163750.0,2.2158322032129147,1.797762621341703,26800.0,-1409.1779999999999,0.0018693333333333333
2023-03-23,27260.0,11223012885.0,539567654318.75,2.0800010517995204,-3.3647843265762645,28550.0,1290.0,0.0030526666666666666
2023-03-24,28347.39,11490023640.0,536580359525.0,2.141342566129587,3.9889581804842145,27915.0,-432.3899999999994,0.01
2023-03-25,27475.0,11092259603.0,527000485837.5,2.1047911531566,-3.077496728975748,,,0.00013566666666666667
2023-03-26,27499.38,11004172991.0,542473647187.5,2.0285175230266126,0.08873521383074845,28055.0,555.619999999999,0.00012300000000000014
2023-03-27,27987.0,11396495000.0,522491251500.0,2.181183889162209,1.7732036140451157,26980.0,-1007.0,0.0016393333333333336
2023-03-28,27174.5355,11142703100.0,525646682550.0,2.1198085082445273,-2.903006753135373,27455.0,280.4644999999982,0.0024086666666666666
2023-03-29,27272.0,11156613108.0,548674260662.5,2.033376432590237,0.35866114436435836,28440.0,1168.0,0.007724333333333333
2023-03-30,28365.2944,11895958456.0,541913161762.5,2.195177990752243,4.0088530360809616,27965.0,-400.29439999999886,0.004582666666666666
2023-03-31,28034.0,11319704828.0,550757153418.75,2.055298738787953,-1.1679568536401286,28476.5,442.5,0.004548666666666667
2023-04-01,28485.76,11453480928.0,550628115468.75,2.080075573011677,1.611471784261953,,,0.009613333333333333
2023-04-02,28459.0,11463896867.0,540774390000.0,2.1199038044312712,-0.09394167471746817,28575.0,116.0,0.005311333333333334
2023-04-03,28211.801,11330199343.0,540097865525.0,2.097804873193958,-0.8686144980498245,28185.0,-26.800999999999476,0.0020689999999999997
2023-04-04,27818.0,10773696347.0,544924233375.0,1.9770998768531323,-1.395873308478246,28375.0,557.0,-0.002880666666666667
2023-04-05,28183.4,11047468348.0,544194703268.75,2.0300580438660054,1.313537996980374,28385.0,201.59999999999854,0.005514000000000001
2023-04-06,28187.0,11012109681.0,541730545775.0,2.0327651388470387,0.012773476585503651,28140.0,-47.0,0.000688333333333333
